id,key,value,type
2277879761,crossing,uncontrolled,regular
2277879761,supervised,yes,regular
2277895706,power,tower,regular
2277895717,power,tower,regular
2277895727,power,tower,regular
2277895865,highway,traffic_signals,regular
2277902205,highway,traffic_signals,regular
2277973775,source,bing,regular
2277973775,highway,crossing,regular
2277973775,crossing,uncontrolled,regular
2277973911,source,bing,regular
2277973911,traffic_calming,hump,regular
2277986552,source,bing,regular
2277986552,highway,crossing,regular
2277986552,crossing,uncontrolled,regular
2278935030,power,tower,regular
2278935040,power,tower,regular
2278945056,power,tower,regular
2278956020,highway,crossing,regular
2278956020,crossing,zebra,regular
2278966328,power,tower,regular
2279050026,highway,give_way,regular
2279071322,bicycle,yes,regular
2279071322,crossing,traffic_signals,regular
2279071322,highway,crossing,regular
2279071322,source,Bing,regular
2279071392,bicycle,yes,regular
2279071392,crossing,uncontrolled,regular
2279071392,highway,crossing,regular
2279071392,source,Bing,regular
2279071408,source,local_knowledge,regular
2279071408,barrier,toll_booth,regular
2279085399,crossing,uncontrolled,regular
2279085399,highway,crossing,regular
2279085399,source,Bing,regular
2279085475,source,Bing,regular
2279085475,highway,traffic_signals,regular
2279085566,source,Bing,regular
2279085566,highway,traffic_signals,regular
2279325891,barrier,gate,regular
2280246151,name,Depew Liquors,regular
2280246151,shop,alcohol,regular
2280381373,name,Campus Middle School,regular
2280381373,source,bing,regular
2280381373,amenity,school,regular
2280385716,amenity,school,regular
2280385716,name,Cherry Creek High School,regular
2280385716,note,4 buildings,regular
2280385716,source,bing,regular
2280385716,wikidata,Q5092324,regular
2280402631,source,bing,regular
2280402631,highway,crossing,regular
2280402631,crossing,uncontrolled,regular
2280402653,source,bing,regular
2280402653,highway,crossing,regular
2280402653,crossing,uncontrolled,regular
2280402698,source,bing,regular
2280402698,highway,crossing,regular
2280402698,crossing,uncontrolled,regular
2281441255,bicycle,yes,regular
2281441255,crossing,traffic_signals,regular
2281441255,highway,crossing,regular
2281441255,source,Bing,regular
2281535312,source,bing,regular
2281535312,amenity,parking,regular
2281535312,parking,surface,regular
2281729554,highway,traffic_signals,regular
2281729566,crossing,uncontrolled,regular
2281729566,highway,crossing,regular
2281729566,source,Mapbox,regular
2282735201,name,Conoco,regular
2282735201,brand,ConocoPhillips,regular
2282735201,source,Bing,regular
2282735201,amenity,fuel,regular
2282735201,operator,A-B Petroleum,regular
2282740319,source,bing,regular
2282740319,bicycle,dismount,regular
2282740319,highway,crossing,regular
2282740319,crossing,traffic_signals,regular
2282752565,source,bing,regular
2282752565,amenity,waste_basket,regular
2282753128,source,bing,regular
2282753128,bicycle,yes,regular
2282753128,highway,crossing,regular
2282753128,crossing,traffic_signals,regular
2282762816,tourism,picnic_site,regular
2283934397,power,tower,regular
2283961408,note,ramp meter,regular
2283961408,source,Bing,regular
2283961408,highway,traffic_signals,regular
2285149850,waterway,lock_gate,regular
2285166670,source,Bing,regular
2285166670,bicycle,yes,regular
2285166670,highway,crossing,regular
2285166670,crossing,traffic_signals,regular
2285176736,power,tower,regular
2285176756,power,tower,regular
2285176796,power,tower,regular
2285176806,power,tower,regular
2285227385,highway,turning_circle,regular
2286263699,source,Bing,regular
2286263699,man_made,tower,regular
2286267554,name,Tower Rd & E 69th Ave,regular
2286267554,highway,bus_stop,regular
2286267554,local_ref,RTD,regular
2286378789,highway,turning_circle,regular
2286390787,source,bing,regular
2286390787,man_made,tower,regular
2287523014,barrier,gate,regular
2287612844,highway,turning_circle,regular
2287613376,amenity,bicycle_parking,regular
2287613376,capacity,16,regular
2287613376,bicycle_parking,rack,regular
2287613386,amenity,bicycle_parking,regular
2287613386,capacity,16,regular
2287613386,bicycle_parking,rack,regular
2287613437,amenity,bicycle_parking,regular
2287613437,capacity,16,regular
2287620101,highway,turning_circle,regular
2287656603,source,bing,regular
2287656603,bicycle,yes,regular
2287656603,highway,crossing,regular
2287656603,crossing,uncontrolled,regular
2287667056,source,bing,regular
2287667056,barrier,gate,regular
2287674152,highway,traffic_signals,regular
2287724160,railway,level_crossing,regular
2288603121,amenity,restaurant,regular
2288684710,highway,traffic_signals,regular
2288757072,source,bing,regular
2288757072,amenity,shelter,regular
2288757072,shelter_type,picnic_shelter,regular
2288771664,source,bing,regular
2288771664,bicycle,yes,regular
2288771664,highway,crossing,regular
2288771664,crossing,uncontrolled,regular
2289976557,name,Green Valley Elementary School,regular
2289976557,source,bing,regular
2289976557,amenity,school,regular
2289977713,name,Handicapped,regular
2289977713,source,bing,regular
2289977713,amenity,parking,regular
2289977713,parking,surface,regular
2289993670,amenity,bench,regular
2290016340,source,bing,regular
2290016340,bicycle,dismount,regular
2290016340,highway,crossing,regular
2290016340,crossing,uncontrolled,regular
2290016340,supervised,yes,regular
2290016470,barrier,gate,regular
2290891712,highway,turning_circle,regular
2290891733,highway,turning_circle,regular
2290891775,highway,turning_circle,regular
2291002311,name,Starbucks,regular
2291002311,amenity,cafe,regular
2291002311,operator,Starbucks,regular
2291002311,internet_access,wlan,regular
2291928722,source,bing,regular
2291928722,highway,crossing,regular
2291928722,crossing,uncontrolled,regular
2293043262,source,bing,regular
2293043262,bicycle,dismount,regular
2293043262,highway,crossing,regular
2293043262,crossing,uncontrolled,regular
2293043262,supervised,yes,regular
2293134398,name,Tower Rd (N) & E 47th Ave,regular
2293134398,highway,bus_stop,regular
2293134398,local_ref,RTD 169L,regular
2293140148,name,Tower Rd (S) & E 56th Ave,regular
2293140148,highway,bus_stop,regular
2293140148,local_ref,RTD 169L,regular
2293145751,name,E 45th Ave & Ceylon St,regular
2293145751,highway,bus_stop,regular
2293145751,local_ref,RTD 45 47X,regular
2293166782,source,bing,regular
2293166782,highway,crossing,regular
2293166782,crossing,uncontrolled,regular
2293166802,name,Conoco,regular
2293166802,brand,Conoco,regular
2293166802,source,Bing,regular
2293166802,amenity,fuel,regular
2293166802,operator,Silco,regular
2293166902,source,bing,regular
2293166902,highway,crossing,regular
2293166902,crossing,uncontrolled,regular
2293179607,source,bing,regular
2293179607,highway,crossing,regular
2293179607,crossing,unmarked,regular
2293201908,name,Brick House Tavern,regular
2293201908,amenity,bar,regular
2293201908,old_name,Rookies Sports Bar & Grill,regular
2293201908,street,Tower Road,addr
2293201908,postcode,80249,addr
2293201908,housenumber,4650,addr
2293201919,city,None,addr
2293201919,housenumber,18605,addr
2293201919,postcode,80249,addr
2293201919,state,CO,addr
2293201919,street,Green Valley Ranch Boulevard,addr
2293201919,amenity,bank,regular
2293201919,atm,yes,regular
2293201919,name,US Bank,regular
2293220320,source,bing,regular
2293220320,highway,crossing,regular
2293220320,crossing,unmarked,regular
2293224078,source,bing,regular
2293224078,bicycle,yes,regular
2293224078,highway,crossing,regular
2293224078,crossing,uncontrolled,regular
2293224128,source,bing,regular
2293224128,bicycle,yes,regular
2293224128,highway,crossing,regular
2293224128,crossing,unmarked,regular
2294125621,highway,traffic_signals,regular
2294141171,power,tower,regular
2294141215,power,tower,regular
2294141264,power,tower,regular
2294141282,highway,turning_circle,regular
2294141302,source,bing,regular
2294141302,man_made,tower,regular
2294141364,power,pole,regular
2294303174,source,Bing,regular
2294303174,highway,crossing,regular
2294303174,crossing,uncontrolled,regular
2294407584,power,tower,regular
2294407667,power,tower,regular
2294407903,power,pole,regular
2294408051,highway,traffic_signals,regular
2294408062,power,tower,regular
2294408154,power,tower,regular
2294408296,power,pole,regular
2294408489,power,pole,regular
2295334953,power,tower,regular
2295334974,power,tower,regular
2295335015,power,tower,regular
2295335077,power,tower,regular
2295355430,source,bing,regular
2295355430,bicycle,yes,regular
2295355430,highway,crossing,regular
2295355430,crossing,traffic_signals,regular
2295366854,name,Walmart Grocery,regular
2295366854,shop,supermarket,regular
2295380642,power,tower,regular
2295380718,power,tower,regular
2295380738,power,tower,regular
2295380790,power,tower,regular
2295380811,power,tower,regular
2295380832,power,pole,regular
2296288121,access,private,regular
2296288121,barrier,gate,regular
2296446661,name,Reunion/Reunion Pkwy,regular
2296446661,highway,bus_stop,regular
2296446661,shelter,no,regular
2296446661,operator,RTD,regular
2296633365,name,Jack-in-the-Box,regular
2296633365,amenity,fast_food,regular
2296633365,cuisine,burger,regular
2296633385,highway,traffic_signals,regular
2297522859,source,http://www.co.adams.co.us/DocumentCenter/Home/View/202,regular
2297522859,amenity,toilets,regular
2297522859,building,yes,regular
2297522859,operator,Adams County,regular
2297583128,amenity,toilets,regular
2297583128,building,yes,regular
2297583128,operator,Adams County,regular
2297839236,ref,RTD,regular
2297839236,source,bing,regular
2297839236,highway,bus_stop,regular
2297839306,ref,RTD,regular
2297839306,source,bing,regular
2297839306,highway,bus_stop,regular
2297839336,source,bing,regular
2297839336,highway,crossing,regular
2297839336,crossing,uncontrolled,regular
2297962402,source,Bing,regular
2297962402,railway,level_crossing,regular
2298823341,amenity,bench,regular
2298830321,street,Manorbrier Circle,addr
2298830321,housenumber,4238,addr
2299102734,noexit,yes,regular
2299102734,source,Bing,regular
2299102764,source,Bing,regular
2299102764,man_made,tower,regular
2299102806,noexit,yes,regular
2299102806,source,Bing,regular
2299842157,noexit,yes,regular
2300299905,barrier,gate,regular
2300299965,barrier,gate,regular
2300530159,source,Bing,regular
2300530159,barrier,gate,regular
2300558636,power,pole,regular
2300558648,power,pole,regular
2300558658,power,pole,regular
2300558669,power,pole,regular
2300580930,power,pole,regular
2302103435,source,bing,regular
2302103435,bicycle,yes,regular
2302103435,highway,crossing,regular
2302103435,crossing,island,regular
2302182807,name,The Rock,regular
2302182807,amenity,place_of_worship,regular
2302182807,religion,christian,regular
2303313013,source,bing,regular
2303313013,bicycle,yes,regular
2303313013,highway,crossing,regular
2303313013,crossing,island,regular
2303424982,highway,turning_circle,regular
2304474348,highway,turning_circle,regular
2304506916,source,bing,regular
2304506916,bicycle,dismount,regular
2304506916,highway,crossing,regular
2304506916,crossing,uncontrolled,regular
2304506916,supervised,yes,regular
2304856135,highway,turning_circle,regular
2304860660,source,bing,regular
2304860660,amenity,fountain,regular
2305158001,bench,yes,regular
2305158001,highway,bus_stop,regular
2305158011,highway,bus_stop,regular
2305158011,shelter,yes,regular
2305580933,emergency,fire_hydrant,regular
2305581010,emergency,fire_hydrant,regular
2305818215,highway,turning_circle,regular
2306672770,street,Grove Street,addr
2306672770,housenumber,2254,addr
2307131214,power,pole,regular
2307131644,power,pole,regular
2307131764,source,bing,regular
2307131764,barrier,gate,regular
2307236673,source,bing,regular
2307236673,barrier,gate,regular
2308457776,power,tower,regular
2308457786,power,tower,regular
2308457796,power,tower,regular
2308476057,power,tower,regular
2308533110,power,tower,regular
2308533120,power,pole,regular
2308533120,source,Yahoo,regular
2308533134,power,tower,regular
2308533144,power,tower,regular
2308625951,name,Sherwin Williams Paint,regular
2308625951,landuse,retail,regular
2309773407,name,Arapahoe Rd & S Krameria Way,regular
2309773407,highway,bus_stop,regular
2310476640,barrier,gate,regular
2310482932,name,Great Clips,regular
2310482932,shop,hairdresser,regular
2310482932,street,Arapahoe Avenue,addr
2310482932,housenumber,2711,addr
2310496214,name,Lucky Brand,regular
2310496214,shop,clothes,regular
2310496214,level,0,regular
2310496635,name,Orange Theory Fitness,regular
2310496635,leisure,fitness_centre,regular
2310496635,website,http://boulder.orangetheoryfitness.com/,regular
2310499097,name,29th Street North,regular
2310499097,amenity,bicycle_rental,regular
2310499097,network,Boulder B-Cycle,regular
2310499097,capacity,12,regular
2310500265,name,Pei Wei,regular
2310500265,amenity,restaurant,regular
2310500265,cuisine,asian,regular
2310500265,city,Boulder,addr
2310500265,street,29th Street,addr
2310500265,postcode,80301,addr
2310500265,opening_hours,Mo-Su 11:00-21:00,regular
2310500265,housenumber,1675,addr
2310567153,housenumber,1837,addr
2310567153,street,Pearl Street,addr
2310567153,amenity,restaurant,regular
2310567153,name,Mateo,regular
2310567153,opening_hours,"Sa,Su 09:00-14:00, Mo-Fr 11:30-15:00,15:00-18:00, Mo-Sa 17:00-22:00",regular
2310567153,source,survey,regular
2310567153,wheelchair,yes,regular
2312010838,source,survey,regular
2312010838,leisure,picnic_table,regular
2312106346,source,Bing,regular
2312106346,bicycle,yes,regular
2312106346,highway,crossing,regular
2312106346,crossing,uncontrolled,regular
2312106468,source,Bing,regular
2312106468,bicycle,yes,regular
2312106468,highway,crossing,regular
2312106468,crossing,uncontrolled,regular
2312196038,highway,turning_circle,regular
2312196151,highway,turning_circle,regular
2312259525,highway,turning_circle,regular
2312272622,highway,turning_circle,regular
2312272682,highway,turning_circle,regular
2312272712,highway,turning_circle,regular
2313743377,source,bing,regular
2313743377,bicycle,yes,regular
2313743377,highway,crossing,regular
2313743377,crossing,uncontrolled,regular
2315543800,source,bing,regular
2315543800,bicycle,yes,regular
2315543800,highway,crossing,regular
2315543800,crossing,uncontrolled,regular
2315574486,source,bing,regular
2315574486,bicycle,yes,regular
2315574486,highway,crossing,regular
2315574486,crossing,island,regular
2315904813,name,Wild Side,regular
2315904813,shop,head,regular
2315904813,source,survey,regular
2315904813,website,https://twitter.com/wildsideco,regular
2315904813,city,Boulder,addr
2315904813,street,13th Street,addr
2315904813,opening_hours,10:00-22:00,regular
2315904813,housenumber,1111,addr
2317793357,highway,give_way,regular
2317805031,source,bing,regular
2317805031,highway,crossing,regular
2317805031,crossing,uncontrolled,regular
2318559265,source,Bing,regular
2318559265,natural,tree,regular
2319080558,source,bing,regular
2319080558,highway,crossing,regular
2319080558,crossing,uncontrolled,regular
2319080576,source,bing,regular
2319080576,highway,crossing,regular
2319080576,crossing,uncontrolled,regular
2319080668,source,bing,regular
2319080668,highway,crossing,regular
2319080668,crossing,uncontrolled,regular
2319090325,access,private,regular
2319090325,barrier,gate,regular
2319095285,name,Customer Service,regular
2319095285,source,outlets_web_map.pdf,regular
2319095285,tourism,information,regular
2319098915,source,bing,regular
2319098915,highway,crossing,regular
2319098915,crossing,uncontrolled,regular
2319145892,name,Saks Fifth Avenue OFF 5TH,regular
2319145892,shop,clothes,regular
2319148115,name,Levi's,regular
2319148115,shop,clothes,regular
2319148125,name,dressbarn,regular
2319148125,shop,clothes,regular
2319154119,name,Jos. A. Bank,regular
2319154119,shop,clothes,regular
2320386649,source,survey,regular
2320386649,amenity,telephone,regular
2321325665,name,Peakview Ave & S Yosemite St,regular
2321325665,highway,bus_stop,regular
2321325665,local_ref,24499,regular
2321515879,barrier,gate,regular
2321524877,barrier,gate,regular
2322004946,name,Greenwood Plaza Blvd & Fiddlers Green ,regular
2322004946,highway,bus_stop,regular
2322004946,local_ref,20709,regular
2322004972,name,Maplewood Ave & Greenwood Plaza Blvd,regular
2322004972,highway,bus_stop,regular
2322004972,local_ref,20700,regular
2322069657,name,S Yosemite St & Arapahoe Rd,regular
2322069657,highway,bus_stop,regular
2322069657,local_ref,17430,regular
2322078519,highway,crossing,regular
2322243059,power,tower,regular
2322731194,source,bing,regular
2322731194,bicycle,yes,regular
2322731194,highway,crossing,regular
2322731194,crossing,uncontrolled,regular
2322741730,source,bing,regular
2322741730,amenity,parking,regular
2322741730,parking,surface,regular
2322748559,atm,yes,regular
2322748559,name,US Bank,regular
2322748559,source,survey,regular
2322748559,amenity,bank,regular
2322764423,name,Anytime Fitness,regular
2322764423,sport,athletics,regular
2322764423,source,survey,regular
2322764423,leisure,sports_centre,regular
2322764454,name,Papa Murphy's,regular
2322764454,source,survey,regular
2322764454,amenity,fast_food,regular
2322764454,cuisine,pizza,regular
2322770411,name,Kum On Math & Reading Success,regular
2322770411,source,survey,regular
2322770411,amenity,school,regular
2322796239,source,survey,regular
2322796239,tourism,information,regular
2323209304,name,Ethan Allen,regular
2323209304,shop,furniture,regular
2323209304,city,None,addr
2323209304,state,CO,addr
2323209304,street,West 101st Avenue,addr
2323209304,postcode,80021,addr
2323209304,housenumber,8780,addr
2323803616,power,pole,regular
2323811530,power,pole,regular
2323811540,power,pole,regular
2323811560,power,pole,regular
2323811600,power,pole,regular
2323811610,power,tower,regular
2323855441,barrier,gate,regular
2324948832,power,pole,regular
2324956158,power,pole,regular
2324960727,highway,traffic_signals,regular
2324986596,highway,traffic_signals,regular
2324998982,source,bing,regular
2324998982,waterway,weir,regular
2325016164,source,bing,regular
2325067721,highway,traffic_signals,regular
2325075834,name,Starbucks,regular
2325075834,source,King Soopers,regular
2325075834,amenity,cafe,regular
2325075834,cuisine,coffee_shop,regular
2325075834,street,South Parker Road,addr
2325075834,postcode,80134,addr
2325075834,housenumber,12959,addr
2325107216,source,bing,regular
2325107216,bicycle,yes,regular
2325107216,highway,crossing,regular
2325107216,crossing,zebra,regular
2326542061,name,S Ulster Pkwy & Technology Way,regular
2326542061,highway,bus_stop,regular
2326542061,local_ref,RTD 65,regular
2326549839,name,E Union Ave & S Monaco St,regular
2326549839,highway,bus_stop,regular
2326614050,source,knowledge,regular
2326614050,highway,crossing,regular
2326614050,crossing,traffic_signals,regular
2326658051,highway,traffic_signals,regular
2326694432,source,bing,regular
2326694432,bicycle,dismount,regular
2326694432,highway,crossing,regular
2326694432,crossing,traffic_signals,regular
2326734638,source,bing,regular
2326734638,amenity,fountain,regular
2327703298,amenity,drinking_water,regular
2327734906,name,S Willow Dr & Orchard Rd,regular
2327734906,highway,bus_stop,regular
2327734919,name,E Orchard Rd & S Willow Dr,regular
2327734919,highway,bus_stop,regular
2327762286,highway,traffic_signals,regular
2329087908,sport,swimming,regular
2329087908,access,private,regular
2329087908,source,bing,regular
2329087908,amenity,swimming_pool,regular
2329087908,covered,no,regular
2329088095,source,bing,regular
2329088095,barrier,gate,regular
2330021384,highway,traffic_signals,regular
2330165866,tourism,picnic_site,regular
2330166002,name,AT&T,regular
2330166002,shop,mobile_phone,regular
2330171389,tourism,caravan_site,regular
2330171449,tourism,caravan_site,regular
2331380829,source,Bing,regular
2331380829,highway,turning_circle,regular
2334017457,amenity,atm,regular
2334971335,name,Smoky Hill Group Picnic Site,regular
2334971335,source,survey,regular
2334971335,tourism,picnic_site,regular
2341178435,name,The Church of Jesus Christ of Latter-day Saints,regular
2341178435,amenity,place_of_worship,regular
2341178435,religion,christian,regular
2341178435,denomination,mormon,regular
2343565935,noexit,yes,regular
2343565935,source,Bing,regular
2343787961,amenity,parking,regular
2343787961,maxstay,2h,regular
2343787961,parking,surface,regular
2358172818,barrier,gate,regular
2360672697,name,Watkins Main Office,regular
2360672697,amenity,post_office,regular
2360672697,operator,USPS,regular
2361991245,city,None,addr
2361991245,street,West 65th Avenue,addr
2361991245,postcode,80004,addr
2361991245,housenumber,9491,addr
2361991255,city,None,addr
2361991255,street,West 65th Avenue,addr
2361991255,postcode,80004,addr
2361991255,housenumber,9532,addr
2361991265,highway,turning_circle,regular
2361999592,amenity,vending_machine,regular
2361999592,vending,parking_tickets,regular
2362015976,name,Luxar Studios Photography,regular
2362015976,shop,photo,regular
2362027579,name,Walgreens,regular
2362027579,shop,convenience,regular
2362157587,name,Corner Store,regular
2362157587,amenity,fuel,regular
2362221847,unit,C,addr
2362221956,unit,E,addr
2362438265,emergency,fire_hydrant,regular
2362438275,highway,bus_stop,regular
2362438275,shelter,yes,regular
2362438285,highway,bus_stop,regular
2362438285,shelter,no,regular
2371213918,highway,turning_loop,regular
2371355094,name,GameStop,regular
2371355094,shop,video_games,regular
2372293067,barrier,gate,regular
2375197942,source,Bing,regular
2375197942,highway,turning_circle,regular
2375199173,source,Bing,regular
2375199173,highway,turning_circle,regular
2375747687,power,tower,regular
2375763808,source,bing,regular
2375763808,bicycle,yes,regular
2375763808,highway,crossing,regular
2375763808,crossing,zebra,regular
2375793044,highway,traffic_signals,regular
2375793196,highway,traffic_signals,regular
2375804099,highway,crossing,regular
2375804099,crossing,zebra,regular
2376596512,highway,crossing,regular
2376596512,crossing,zebra,regular
2376615894,highway,traffic_signals,regular
2376642838,highway,traffic_signals,regular
2376649955,highway,crossing,regular
2376649955,crossing,zebra,regular
2376658372,highway,traffic_signals,regular
2376670031,power,pole,regular
2376670065,power,pole,regular
2376670129,power,tower,regular
2376670160,power,tower,regular
2376673448,highway,crossing,regular
2376673448,crossing,zebra,regular
2376691194,power,tower,regular
2376691204,power,tower,regular
2376691224,power,tower,regular
2376710288,city,None,addr
2376710288,housenumber,1199,addr
2376710288,postcode,80204,addr
2376710288,state,CO,addr
2376710288,street,Perry Street,addr
2376710288,name,Perry,regular
2376710288,operator,RTD,regular
2376710288,park_ride,no,regular
2376710288,railway,station,regular
2376710288,wikidata,Q16898221,regular
2376720051,source,Bing,regular
2376720051,tourism,picnic_site,regular
2377276654,railway,level_crossing,regular
2377294264,railway,level_crossing,regular
2377544066,barrier,gate,regular
2377561820,power,pole,regular
2377561916,power,tower,regular
2377561942,power,pole,regular
2377561985,power,pole,regular
2377562008,power,pole,regular
2377562056,power,pole,regular
2377562118,power,tower,regular
2377564935,power,tower,regular
2377564945,power,tower,regular
2377564955,power,tower,regular
2377566002,highway,crossing,regular
2377635222,source,bing,regular
2377635222,barrier,gate,regular
2377643220,source,bing,regular
2377643220,highway,crossing,regular
2377643220,crossing,zebra,regular
2377643243,highway,crossing,regular
2377643243,crossing,zebra,regular
2377668492,highway,crossing,regular
2377668492,crossing,zebra,regular
2377668512,highway,crossing,regular
2377668512,crossing,zebra,regular
2377684058,highway,crossing,regular
2377684058,crossing,zebra,regular
2378183581,name,P,regular
2378183581,source,Bing,regular
2378183581,highway,bus_stop,regular
2378183592,name,J,regular
2378183592,source,Bing,regular
2378183592,highway,bus_stop,regular
2378183612,name,C,regular
2378183612,source,Bing,regular
2378183612,highway,bus_stop,regular
2378210531,amenity,shelter,regular
2378210531,shelter_type,public_transport,regular
2378570069,barrier,gate,regular
2378866717,highway,traffic_signals,regular
2378867098,highway,traffic_signals,regular
2379737168,traffic_calming,bump,regular
2379743960,traffic_calming,bump,regular
2379743981,traffic_calming,bump,regular
2379743991,traffic_calming,bump,regular
2379751562,highway,crossing,regular
2379751562,crossing,zebra,regular
2379751653,highway,crossing,regular
2379751653,crossing,zebra,regular
2379751663,highway,crossing,regular
2379751663,crossing,zebra,regular
2379768995,source,bing,regular
2379768995,bicycle,yes,regular
2379768995,highway,crossing,regular
2379768995,crossing,traffic_signals,regular
2379807368,source,bing,regular
2379807368,highway,crossing,regular
2379807368,crossing,zebra,regular
2379807420,highway,traffic_signals,regular
2379808100,traffic_calming,bump,regular
2383772567,city,Boulder,addr
2383772567,housenumber,4580 #D-1,addr
2383772567,postcode,80304,addr
2383772567,state,CO,addr
2383772567,street,Broadway,addr
2383772567,amenity,restaurant,regular
2383772567,name,Restaurant 4580,regular
2383772567,website,http://www.restaurant4580.com,regular
2385920561,amenity,toilets,regular
2392951170,crossing,zebra,regular
2392951170,highway,crossing,regular
2393065843,bicycle,yes,regular
2393065843,crossing,traffic_signals,regular
2393065843,highway,crossing,regular
2393065843,source,Bing,regular
2393065853,bicycle,yes,regular
2393065853,crossing,traffic_signals,regular
2393065853,highway,crossing,regular
2393065853,source,Bing,regular
2393254172,name,Subway,regular
2393254172,source,survey,regular
2393254172,amenity,fast_food,regular
2393254172,unit,C104,addr
2393262986,name,Aspen Park Art and Framing,regular
2393262986,shop,art,regular
2393262986,source,survey,regular
2393262986,amenity,shop,regular
2393262986,unit,D201B,addr
2393490737,bicycle,yes,regular
2393490737,crossing,traffic_signals,regular
2393490737,highway,crossing,regular
2393490737,source,Bing,regular
2393511281,source,Bing,regular
2393511281,bicycle,yes,regular
2393511281,highway,crossing,regular
2393511281,crossing,unmarked,regular
2393982067,source,Bing,regular
2393982067,bicycle,yes,regular
2393982067,highway,crossing,regular
2393982067,crossing,traffic_signals,regular
2395116433,source,Bing,regular
2395116433,bicycle,yes,regular
2395116433,highway,crossing,regular
2395116433,crossing,unmarked,regular
2395479393,highway,crossing,regular
2395479413,crossing,zebra,regular
2395479413,highway,crossing,regular
2395479444,crossing,zebra,regular
2395479444,highway,crossing,regular
2396889462,bicycle,yes,regular
2396889462,highway,crossing,regular
2396889462,crossing,traffic_signals,regular
2402779158,junction,roundabout,regular
2405787647,name,The Colorado Trail Foundation,regular
2411366627,name,Noodles & Company,regular
2411366627,amenity,restaurant,regular
2411366627,cuisine,international,regular
2412783505,ref,B85,regular
2412783505,aeroway,gate,regular
2412783505,operator,United,regular
2412783515,ref,B83,regular
2412783515,aeroway,gate,regular
2412783515,operator,United,regular
2412802667,ref,C32,regular
2412802667,name,C32,regular
2412802667,aeroway,gate,regular
2412802667,operator,Southwest,regular
2418057098,amenity,vending_machine,regular
2418057098,vending,excrement_bags,regular
2418530188,highway,traffic_signals,regular
2418555106,shop,convenience,regular
2418555118,amenity,fuel,regular
2418555140,highway,traffic_signals,regular
2418555160,shop,car,regular
2418555172,source,Bing,regular
2418555172,highway,crossing,regular
2418555172,crossing,uncontrolled,regular
2418555183,highway,traffic_signals,regular
2418555236,amenity,fuel,regular
2423145088,name,BB mi 3.0,regular
2423145088,tourism,information,regular
2423193092,tourism,viewpoint,regular
2423193207,barrier,gate,regular
2423256076,fee,yes,regular
2423256076,name,Site 14,regular
2423256076,phone,303-582-3707,regular
2423256076,tourism,camp_site,regular
2423256076,openfire,no,regular
2423256076,operator,Colorado Parks & Wildlife,regular
2423256076,impromptu,no,regular
2423256076,reservation,yes,regular
2423256114,fee,yes,regular
2423256114,name,Site 13,regular
2423256114,phone,303-582-3707,regular
2423256114,tourism,camp_site,regular
2423256114,openfire,no,regular
2423256114,operator,Colorado Parks & Wildlife,regular
2423256114,impromptu,no,regular
2423256114,backcountry,yes,regular
2423256114,reservation,yes,regular
2423256438,amenity,bbq,regular
2423256560,amenity,bbq,regular
2423352115,amenity,bbq,regular
2423352381,amenity,bbq,regular
2423487759,name,Loop E 44-59,regular
2423487759,tourism,caravan_site,regular
2423487770,name,Loop D 36-43,regular
2423487770,tourism,caravan_site,regular
2423487780,name,22,regular
2423487780,tourism,camp_site,regular
2423487856,amenity,drinking_water,regular
2423513627,name,Cabin 2,regular
2423513627,building,hut,regular
2423636521,atm,yes,regular
2423636521,name,Chase,regular
2423636521,amenity,bank,regular
2423708442,tourism,picnic_site,regular
2423708462,tourism,picnic_site,regular
2424103777,name,Barnes & Noble,regular
2424103777,shop,books,regular
2424870988,highway,traffic_signals,regular
2424886715,name,Diamond Shamrock,regular
2424886715,brand,Diamond Shamrock,regular
2424886715,source,Bing,regular
2424886715,amenity,fuel,regular
2424886715,alt_name,Valero,regular
2424886715,operator,Corner Store,regular
2424886727,housenumber,3635,addr
2424886727,postcode,80237,addr
2424886727,street,South Monaco Parkway,addr
2424886727,amenity,cinema,regular
2424886727,name,Regal Continental Stadium 10 & RPX,regular
2424886727,phone,303-758-6732,regular
2424886727,source,knowledge,regular
2424886727,website,http://www.regmovies.com/Theatres/Theatre-Folder/Regal-Continental-Stadium-10-RPX-2526?utm_source=maps&utm_medium=organic&utm_campaign=Regal_Cinemas_Continental_Stadium_10_RPX_Movie_Theater,regular
2424886727,wikidata,Q42385593,regular
2424886787,crossing,traffic_signals,regular
2424886787,highway,crossing,regular
2424886787,source,Mapbox,regular
2424916532,name,Safeway,regular
2424916532,shop,supermarket,regular
2424916532,phone,303-691-8870,regular
2424916532,website,http://local.safeway.com/co/denver-1267.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,regular
2424916532,old_name,King Soopers,regular
2424916532,street,East Yale Avenue,addr
2424916532,postcode,80222,addr
2424916532,housenumber,6440,addr
2424916605,source,Bing,regular
2424916605,bicycle,yes,regular
2424916605,highway,crossing,regular
2424916605,crossing,uncontrolled,regular
2425095521,noexit,yes,regular
2425095521,source,Bing,regular
2425095696,source,Bing,regular
2425095696,bicycle,yes,regular
2425095696,highway,crossing,regular
2425095696,crossing,traffic_signals,regular
2425197227,highway,traffic_signals,regular
2425229749,noexit,yes,regular
2425229749,source,Bing,regular
2425241343,highway,turning_circle,regular
2426336603,highway,turning_circle,regular
2426370196,noexit,yes,regular
